number,ja-Hrkt,en,it,es,de,fr,ko,zh-Hans,zh-Hant
0958,ナカヌチャン,Tinkatuff,Tinkatuff,Tinkatuff,Tafforgita,Forgella,벼리짱,巧锻匠,巧鍛匠
0959,デカヌチャン,Tinkaton,Tinkaton,Tinkaton,Granforgita,Forgelina,두드리짱,巨锻匠,巨鍛匠
0960,ウミディグダ,Wiglett,Wiglett,Wiglett,Schligda,Taupikeau,바다그다,海地鼠,海地鼠
0961,ウミトリオ,Wugtrio,Wugtrio,Wugtrio,Schligdri,Triopikeau,바닥트리오,三海地鼠,三海地鼠
0962,オトシドリ,Bombirdier,Bombirdier,Bombirdier,Adebom,Lestombaile,떨구새,下石鸟,下石鳥
0963,ナミイルカ,Finizen,Finizen,Finizen,Normifin,Dofin,맨돌핀,波普海豚,波普海豚
0964,イルカマン,Palafin,Palafin,Palafin,Delfinator,Superdofin,돌핀맨,海豚侠,海豚俠
0965,ブロロン,Varoom,Varoom,Varoom,Knattox,Vrombi,부르롱,噗隆隆,噗隆隆
0966,ブロロローム,Revavroom,Revavroom,Revavroom,Knattatox,Vrombotor,부르르룸,普隆隆姆,普隆隆姆
0967,モトトカゲ,Cyclizar,Cyclizar,Cyclizar,Mopex,Motorizard,모토마,摩托蜥,摩托蜥
0968,ミミズズ,Orthworm,Orthworm,Orthworm,Schlurm,Ferdeter,꿈트렁,拖拖蚓,拖拖蚓
0969,キラーメ,Glimmet,Glimmet,Glimmet,Lumispross,Germéclat,초롱순,晶光芽,晶光芽
0970,キラフロル,Glimmora,Glimmora,Glimmora,Lumiflora,Floréclat,킬라플로르,晶光花,晶光花
0971,ボチ,Greavard,Greavard,Greavard,Gruff,Toutombe,망망이,墓仔狗,墓仔狗
0972,ハカドッグ,Houndstone,Houndstone,Houndstone,Friedwuff,Tomberro,묘두기,墓扬犬,墓揚犬
0973,カラミンゴ,Flamigo,Flamigo,Flamigo,Flaminkno,Flamenroule,꼬이밍고,缠红鹤,纏紅鶴
0974,アルクジラ,Cetoddle,Cetoddle,Cetoddle,Flaniwal,Piétacé,터벅고래,走鲸,走鯨
0975,ハルクジラ,Cetitan,Cetitan,Cetitan,Kolowal,Balbalèze,우락고래,浩大鲸,浩大鯨
0976,ミガルーサ,Veluza,Veluza,Veluza,Agiluza,Délestin,가비루사,轻身鳕,輕身鱈
0977,ヘイラッシャ,Dondozo,Dondozo,Dondozo,Heerashai,Oyacata,어써러셔,吃吼霸,吃吼霸
0978,シャリタツ,Tatsugiri,Tatsugiri,Tatsugiri,Nigiragi,Nigirigon,싸리용,米立龙,米立龍
0979,コノヨザル,Annihilape,Annihilape,Annihilape,Epitaff,Courrousinge,저승갓숭,弃世猴,棄世猴
0980,ドオー,Clodsire,Clodsire,Clodsire,Suelord,Terraiste,토오,土王,土王
0981,リキキリン,Farigiraf,Farigiraf,Farigiraf,Farigiraf,Farigiraf,키키링,奇麒麟,奇麒麟
0982,ノココッチ,Dudunsparce,Dudunsparce,Dudunsparce,Dummimisel,Deusolourdo,노고고치,土龙节节,土龍節節
0983,ドドゲザン,Kingambit,Kingambit,Kingambit,Gladimperio,Scalpereur,대도각참,仆刀将军,仆斬將軍
0984,イダイナキバ,Great Tusk,Great Tusk,Great Tusk,Riesenzahn,Fort-Ivoire,위대한엄니,雄伟牙,雄偉牙
0985,サケブシッポ,Scream Tail,Scream Tail,Scream Tail,Brüllschweif,Hurle-Queue,우렁찬꼬리,吼叫尾,吼叫尾
0986,アラブルタケ,Brute Bonnet,Fungofurioso,Furioseta,Wutpilz,Fongus-Furie,사나운버섯,猛恶菇,猛惡菇
0987,ハバタクカミ,Flutter Mane,Crinealato,Melenaleteo,Flatterhaar,Flotte-Mèche,날개치는머리,振翼发,振翼髮
0988,チヲハウハネ,Slither Wing,Alirasenti,Reptalada,Kriechflügel,Rampe-Ailes,땅을기는날개,爬地翅,爬地翅
0989,スナノケガワ,Sandy Shocks,Peldisabbia,Pelarena,Sandfell,Pelage-Sablé,모래털가죽,沙铁皮,沙鐵皮
0990,テツノワダチ,Iron Treads,Solcoferro,Ferrodada,Eisenrad,Roue-de-Fer,무쇠바퀴,铁辙迹,鐵轍跡
0991,テツノツツミ,Iron Bundle,Saccoferreo,Ferrosaco,Eisenbündel,Hotte-de-Fer,무쇠보따리,铁包袱,鐵包袱
0992,テツノカイナ,Iron Hands,Manoferrea,Ferropalmas,Eisenhand,Paume-de-Fer,무쇠손,铁臂膀,鐵臂膀
0993,テツノコウベ,Iron Jugulis,Colloferreo,Ferrocuello,Eisenhals,Têtes-de-Fer,무쇠머리,铁脖颈,鐵脖頸
0994,テツノドクガ,Iron Moth,Falenaferrea,Ferropolilla,Eisenfalter,Mite-de-Fer,무쇠독나방,铁毒蛾,鐵毒蛾
0995,テツノイバラ,Iron Thorns,Spineferree,Ferropúas,Eisendorn,Épine-de-Fer,무쇠가시,铁荆棘,鐵荊棘
0996,セビエ,Frigibax,Frigibax,Frigibax,Frospino,Frigodo,드니차,凉脊龙,涼脊龍
0997,セゴール,Arctibax,Arctibax,Arctibax,Cryospino,Cryodo,드니꽁,冻脊龙,凍脊龍
0998,セグレイブ,Baxcalibur,Baxcalibur,Baxcalibur,Espinodon,Glaivodo,드닐레이브,戟脊龙,戟脊龍
0999,コレクレー,Gimmighoul,Gimmighoul,Gimmighoul,Gierspenst,Mordudor,모으령,索财灵,索財靈
1000,サーフゴー,Gholdengo,Gholdengo,Gholdengo,Monetigo,Gromago,타부자고,赛富豪,賽富豪
1001,チオンジェン,Wo-Chien,Wo-Chien,Wo-Chien,Chongjian,Chongjian,총지엔,古简蜗,古簡蝸
1002,パオジアン,Chien-Pao,Chien-Pao,Chien-Pao,Baojian,Baojian,파오젠,古剑豹,古劍豹
1003,ディンルー,Ting-Lu,Ting-Lu,Ting-Lu,Dinglu,Dinglu,딩루,古鼎鹿,古鼎鹿
1004,イーユイ,Chi-Yu,Chi-Yu,Chi-Yu,Yuyu,Yuyu,위유이,古玉鱼,古玉魚
1005,トドロクツキ,Roaring Moon,Lunaruggente,Bramaluna,Donnersichel,Rugit-Lune,고동치는달,轰鸣月,轟鳴月
1006,テツノブジン,Iron Valiant,Eroeferreo,Ferropaladín,Eisenkrieger,Garde-de-Fer,무쇠무인,铁武者,鐵武者
1007,コライドン,Koraidon,Koraidon,Koraidon,Koraidon,Koraidon,코라이돈,故勒顿,故勒頓
1008,ミライドン,Miraidon,Miraidon,Miraidon,Miraidon,Miraidon,미라이돈,密勒顿,密勒頓
1009,ウネルミナモ,Walking Wake,Acquecrespe,Ondulagua,Windewoge,Serpente-Eau,굽이치는물결,波荡水,波盪水
1010,テツノイサハ,Iron Leaves,Fogliaferrea,Ferroverdor,Eisenblatt,Vert-de-Fer,무쇠잎새,铁斑叶,鉄斑葉
1011,カミッチュ,Dipplin,Dipplin,Dipplin,Sirapfel,Pomdramour,과미르,裹蜜虫,裹蜜蟲
1012,チャデス,Poltchageist,Poltchageist,Poltchageist,Mortcha,Poltchageist,차데스,斯魔茶,斯魔茶
1013,ヤバソチャ,Sinistcha,Sinistcha,Sinistcha,Fatalitcha,Théffroyable,그우린차,来悲粗茶,來悲粗茶
1014,イイネイヌ,Okidogi,Okidogi,Okidogi,Boninu,Félicanis,조타구,够赞狗,夠讚狗
1015,マシマシラ,Munkidori,Munkidori,Munkidori,Benesaru,Fortusimia,이야후,愿增猿,願增猿
1016,キチキギス,Fezandipiti,Fezandipiti,Fezandipiti,Beatori,Favianos,기로치,吉雉鸡,吉雉雞
1017,オーガポン,Ogerpon,Ogerpon,Ogerpon,Ogerpon,Ogerpon,오거폰,厄鬼椪,厄鬼椪
1018,ブリジュラス,Archaludon,Archaludon,Archaludon,Briduradon,Pondralugon,브리두라스,铝钢桥龙,鋁鋼橋龍
1019,カミツオロチ,Hydrapple,Hydrapple,Hydrapple,Hydrapfel,Pomdorochi,과미드라,蜜集大蛇,蜜集大蛇
1020,ウガツホムラ,Gouging Fire,Vampeaguzze,Flamariete,Keilflamme,Feu-Perçant,꿰뚫는화염,破空焰,破空焰
1021,タケルライコ,Raging Bolt,Furiatonante,Electrofuria,Furienblitz,Ire-Foudre,날뛰는우레,猛雷鼓,猛雷鼓
1022,テツノイワオ,Iron Boulder,Massoferreo,Ferromole,Eisenfels,Roc-de-Fer,무쇠암석,铁磐岩,鐵磐岩
1023,テツノカシラ,Iron Crown,Capoferreo,Ferrotesta,Eisenhaupt,Chef-de-Fer,무쇠감투,铁头壳,鐵頭殼
1024,テラパゴス,Terapagos,Terapagos,Terapagos,Terapagos,Terapagos,테라파고스,太乐巴戈斯,太樂巴戈斯
1025,モモワロウ,Pecharunt,Pecharunt,Pecharunt,Infamomo,Pêchaminus,복숭악동,桃歹郎,桃歹郎
